"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature","Precipitation","Wind","Relative Humidity","Solar"
"2/18/1979","108.125","16.0797996520996","21","25.228","16.26","0","2.60826129857693","0.801708088577902","24.2950014",
"2/19/1979","108.125","16.0797996520996","21","27.666","18.795","0","2.98207556632285","0.796994017615495","24.427520568",
"2/20/1979","108.125","16.0797996520996","21","32.637","21.621","0","2.1066579677878","0.670077264228182","21.7081125",
"2/21/1979","108.125","16.0797996520996","21","33.149","22.144","0","2.33357348156077","0.625175184155011","23.181525432",
"2/22/1979","108.125","16.0797996520996","21","33.954","22.792","0","2.01840434998254","0.573982700160383","24.134737968",
"2/23/1979","108.125","16.0797996520996","21","33.942","23.645","0","2.10652874612092","0.595386667352665","24.84315",
"2/24/1979","108.125","16.0797996520996","21","34.067","22.913","0","1.84573654246183","0.640979774801409","15.5375982",
"2/25/1979","108.125","16.0797996520996","21","33.827","23.067","0","2.2864893512083","0.603627008296956","25.168275",
"2/26/1979","108.125","16.0797996520996","21","26.196","22.505","0.920105316","3.02278623268146","0.837555465775521","3.35863008",
"2/27/1979","108.125","16.0797996520996","21","28.875","20.718","0.6849288","1.75855418763272","0.813261668041098","24.525509832",
"2/28/1979","108.125","16.0797996520996","21","27.993","19.147","0","1.95150553976184","0.817359779939538","24.955867368",
"3/1/1979","108.125","16.0797996520996","21","25.13","17.523","5.5824268104","1.40482552296078","0.92072061102125","12.8160009",
"3/2/1979","108.125","16.0797996520996","21","26.937","19.799","0.0617981256","1.3818116282116","0.870443880010291","21.665538432",
"3/3/1979","108.125","16.0797996520996","21","26.194","19.484","0.5699156472","1.27931512240049","0.877721345719385","15.457441968",
"3/4/1979","108.125","16.0797996520996","21","26.654","18.835","0","2.96198815394061","0.813431536297501","22.250425032",
"3/5/1979","108.125","16.0797996520996","21","28.098","20.857","0","3.43704065236262","0.797532880922368","24.884944632",
"3/6/1979","108.125","16.0797996520996","21","30.251","20.842","0.078964236","2.97482931030984","0.745338744156039","25.549820568",
"3/7/1979","108.125","16.0797996520996","21","32.842","22.244","0.339889356","3.06609237704541","0.658524170125475","22.595403168",
"3/8/1979","108.125","16.0797996520996","21","34.569","22.633","0.0343323","2.36158939210329","0.626548485935731","24.588675432",
"3/9/1979","108.125","16.0797996520996","21","35.025","23.944","0","2.65296935557007","0.546565921512514","22.851335232",
"3/10/1979","108.125","16.0797996520996","21","35.137","25.05","0","2.30366347766563","0.5356965751448","16.982273232",
"3/11/1979","108.125","16.0797996520996","21","31.055","25.097","0.0137328984","1.97914964343749","0.603149264834984","7.5276567",
"3/12/1979","108.125","16.0797996520996","21","31.491","25.972","0.779342652","2.6199573591077","0.652615715110821","14.407042032",
"3/13/1979","108.125","16.0797996520996","21","35.77","24.908","0.69007878","1.58301178101011","0.679572153968175","18.127411632",
"3/14/1979","108.125","16.0797996520996","21","31.719","20.982","3.745650384","3.21755594132022","0.776506808804888","17.170090632",
"3/15/1979","108.125","16.0797996520996","21","29.663","20.852","1.290892644","2.11792707933045","0.792162922404441","14.559131088",
"3/16/1979","108.125","16.0797996520996","21","29.072","21.529","1.50032268","2.11305251708105","0.689648655035561","5.658298632",
"3/17/1979","108.125","16.0797996520996","21","30.156","22.053","0.76561128","2.45050159790943","0.706965321094053","11.75451408",
"3/18/1979","108.125","16.0797996520996","21","29.563","20.775","0.0377655264","1.51871832215456","0.822457679732655","14.523754968",
"3/19/1979","108.125","16.0797996520996","21","33.093","19.836","0.01373292","2.34263317189805","0.70038997830881","25.86436992",
"3/20/1979","108.125","16.0797996520996","21","34.624","23.216","3.4778605464","2.15376473501331","0.664930280163719","22.827322728",
"3/21/1979","108.125","16.0797996520996","21","30.772","21.448","2.693366424","1.56650896135624","0.835498600574688","23.469182568",
"3/22/1979","108.125","16.0797996520996","21","34.329","24.312","0.295257312","2.35415516870902","0.650988812116539","22.1497902",
"3/23/1979","108.125","16.0797996520996","21","33.233","22.088","0","2.02344538404328","0.650871066667036","14.81129784",
"3/24/1979","108.125","16.0797996520996","21","32.212","22.555","0.837708012","1.62705114177855","0.758989403132639","20.61157959",
"3/25/1979","108.125","16.0797996520996","21","31.929","21.333","0.2746583064","1.95921927710076","0.763362257809749","24.741787392",
"3/26/1979","108.125","16.0797996520996","21","33.629","19.451","0","2.05860223524151","0.665912362027225","27.35455536",
"3/27/1979","108.125","16.0797996520996","21","33.365","18.065","0","2.22914169878627","0.632482581075163","27.7112862",
"3/28/1979","108.125","16.0797996520996","21","34.58","20.944","0","2.86709603501348","0.548390065450487","27.87401304",
"3/29/1979","108.125","16.0797996520996","21","35.395","23.797","0.343323","2.79487129085978","0.555442059096316","27.20458107",
"3/30/1979","108.125","16.0797996520996","21","36.294","23.544","2.001568896","2.31518070393268","0.589674289044587","27.38238444",
"3/31/1979","108.125","16.0797996520996","21","38.258","24.429","0","2.50199650795116","0.56692218411479","18.61919703",
"4/1/1979","108.125","16.0797996520996","21","38.506","24.593","0","2.11587822011271","0.557111690409087","25.51803381",
"4/2/1979","108.125","16.0797996520996","21","39.222","23.994","1.22909508","2.41690702740573","0.570241021994794","22.36236156",
"4/3/1979","108.125","16.0797996520996","21","26.452","22.044","7.175438964","2.75074198391743","0.902282809731357","3.98829141",
"4/4/1979","108.125","16.0797996520996","21","24.508","21.117","35.621423784","2.44210641827283","0.940932186962261","5.12122122",
"4/5/1979","108.125","16.0797996520996","21","30.287","20.623","0.899508672","2.03469885235567","0.810777059940607","23.71291677",
"4/6/1979","108.125","16.0797996520996","21","34.979","23.93","0","2.44136751677581","0.641698567617359","27.619078482",
"4/7/1979","108.125","16.0797996520996","21","36.461","23.696","0","2.16069238376171","0.623108055090667","28.03696425",
"4/8/1979","108.125","16.0797996520996","21","36.946","24.568","0","2.71716818848246","0.591926441903639","27.94984029",
"4/9/1979","108.125","16.0797996520996","21","33.261","21.242","0.0068664528","2.59726950009433","0.671797320262255","27.88593201",
"4/10/1979","108.125","16.0797996520996","21","32.713","22.744","0","2.97082500039246","0.670651093294825","27.13421511",
"4/11/1979","108.125","16.0797996520996","21","32.923","21.218","0","3.09486655260191","0.708279481357941","28.38802338",
"4/12/1979","108.125","16.0797996520996","21","34.331","21.94","0","2.93923133175123","0.644871044951956","28.85124879",
"4/13/1979","108.125","16.0797996520996","21","33.179","22.074","0.24375888","2.67956715003077","0.721634788431932","28.42942365",
"4/14/1979","108.125","16.0797996520996","21","25.489","20.258","13.29001542","1.46236775330977","0.92771507568481","18.32810634",
"4/15/1979","108.125","16.0797996520996","21","31.428","20.869","0.048065184","2.62484031532223","0.758078875770171","28.25982666",
"4/16/1979","108.125","16.0797996520996","21","31.238","21.381","2.24190342","2.52463951802397","0.784015504605787","28.32558714",
"4/17/1979","108.125","16.0797996520996","21","32.55","21.876","6.46477218","1.97040391135835","0.816114456714772","24.2458335",
"4/18/1979","108.125","16.0797996520996","21","34.624","22.833","12.80938284","1.62595687705001","0.806818419451678","22.62683214",
"4/19/1979","108.125","16.0797996520996","21","36.024","22.068","1.4385218184","1.36788500659438","0.772689877801506","22.9770018",
"4/20/1979","108.125","16.0797996520996","21","32.697","22.926","7.113649104","1.75930048214141","0.828273823316865","23.617185732",
"4/21/1979","108.125","16.0797996520996","21","33.442","23.199","2.69508456","1.60078863080022","0.822204391385391","24.135638688",
"4/22/1979","108.125","16.0797996520996","21","31.039","22.733","3.252981384","2.53280192796763","0.771686273148121","27.9969705",
"4/23/1979","108.125","16.0797996520996","21","32.251","22.996","0","2.83245574914192","0.709294148523997","28.16915634",
"4/24/1979","108.125","16.0797996520996","21","33.715","23.182","0","2.87372550206237","0.673790936727171","27.275343192",
"4/25/1979","108.125","16.0797996520996","21","34.688","22.966","0","2.73127622474396","0.66758639005039","28.294023672",
"4/26/1979","108.125","16.0797996520996","21","35.014","23.602","0","2.8090698228125","0.652277391810281","27.721242432",
"4/27/1979","108.125","16.0797996520996","21","34.367","23.44","0","3.23439959765846","0.616760897820343","25.31998494",
"4/28/1979","108.125","16.0797996520996","21","34.999","23.972","0","3.06057081617853","0.594825407037182","26.434346472",
"4/29/1979","108.125","16.0797996520996","21","33.177","24.162","3.9447779328","2.47832275435206","0.730207443970008","26.413765632",
"4/30/1979","108.125","16.0797996520996","21","33.089","23.259","6.3789372","2.19718129613067","0.738345140597126","13.571608032",
"5/1/1979","108.125","16.0797996520996","21","32.866","22.777","2.0359031184","1.51913968976034","0.726243336183303","16.211977488",
"5/2/1979","108.125","16.0797996520996","21","27.261","23.731","16.70951736","1.52737416511151","0.866680589259985","4.290918642",
"5/3/1979","108.125","16.0797996520996","21","27.424","23.04","25.481393784","1.41760778363475","0.925417548659897","9.875984868",
"5/4/1979","108.125","16.0797996520996","21","32.224","23.298","12.610263276","2.04227973155309","0.842221080556932","20.069324928",
"5/5/1979","108.125","16.0797996520996","21","33.559","23.079","2.96802612","2.18390562316641","0.752594499802835","28.43308674",
"5/6/1979","108.125","16.0797996520996","21","33.57","25.257","1.75781016","2.02342095625531","0.716479804291139","21.16451394",
"5/7/1979","108.125","16.0797996520996","21","34.5","23.58","0","3.02986046674487","0.651457280429025","28.947941568",
"5/8/1979","108.125","16.0797996520996","21","34.153","23.908","0","3.26364916631691","0.628455688280595","29.069043408",
"5/9/1979","108.125","16.0797996520996","21","34.935","25.09","0","2.29826149261298","0.638080950206695","26.891780112",
"5/10/1979","108.125","16.0797996520996","21","34.436","24.722","2.3620614264","1.68890989644663","0.708397110773392","22.075816608",
"5/11/1979","108.125","16.0797996520996","21","32.644","23.336","0.0068664528","1.91744526583364","0.7342071746012","12.71655135",
"5/12/1979","108.125","16.0797996520996","21","29.724","24.308","5.8536588528","1.59849566766768","0.765751704843714","6.64138584",
"5/13/1979","108.125","16.0797996520996","21","36.211","24.828","2.736282024","1.6118688432652","0.747726058998349","19.528757532",
"5/14/1979","108.125","16.0797996520996","21","36.34","23.978","5.043407436","1.72802299177428","0.765723483406493","28.07769114",
"5/15/1979","108.125","16.0797996520996","21","36.424","23.826","15.14053296","1.6378966162667","0.829098696358533","17.45858916",
"5/16/1979","108.125","16.0797996520996","21","25.398","23.367","78.329067264","2.95277452353503","0.951523067928298","2.73740706",
"5/17/1979","108.125","16.0797996520996","21","27.005","23.689","10.838698596","1.46952696876294","0.946040047267955","5.435380062",
"5/18/1979","108.125","16.0797996520996","21","25.061","23.6","138.7641564","2.22964903659099","0.965146650290607","2.38218696",
"5/19/1979","108.125","16.0797996520996","21","24.214","23.223","194.2245578664","2.76747628186124","0.956680550369541","1.883081502",
"5/20/1979","108.125","16.0797996520996","21","24.075","22.187","135.50262768","1.72994228156118","0.97165282754595","1.9735875",
"5/21/1979","108.125","16.0797996520996","21","27.977","22.21","8.6448626928","2.0241116107316","0.920725753767834","16.712887932",
"5/22/1979","108.125","16.0797996520996","21","30.193","23.521","3.0727354968","1.20679962468484","0.863491528028346","24.703648128",
"5/23/1979","108.125","16.0797996520996","21","31.297","22.94","8.7650325","1.0694463667262","0.861165747571281","24.60948966",
"5/24/1979","108.125","16.0797996520996","21","31.63","22.593","11.140823664","1.28647872159643","0.877005471930589","26.775448272",
"5/25/1979","108.125","16.0797996520996","21","30.157","23.581","7.43980158","1.54089121946402","0.890069338780179","17.75908332",
"5/26/1979","108.125","16.0797996520996","21","32.344","23.789","3.24096876","1.56824754755457","0.858231433280798","28.223833032",
"5/27/1979","108.125","16.0797996520996","21","34.048","23.051","10.71510444","1.75147018469653","0.83041871489712","28.2312594",
"5/28/1979","108.125","16.0797996520996","21","33.651","22.864","0.08068104","1.8567017992202","0.76045871917413","21.25985652",
"5/29/1979","108.125","16.0797996520996","21","31.592","24.624","13.75351272","1.45135866893059","0.823886121332129","27.752287032",
"5/30/1979","108.125","16.0797996520996","21","30.53","24.317","11.30219064","1.2174649843202","0.917943598177521","8.55619038",
"5/31/1979","108.125","16.0797996520996","21","31.948","23.542","10.07995392","1.25840523189677","0.865535534539326","19.15914114",
"6/1/1979","108.125","16.0797996520996","21","31.37","23.381","19.552232556","1.34860125324584","0.897232587559639","27.11508408",
"6/2/1979","108.125","16.0797996520996","21","31.137","24.003","8.504105688","1.69212189593734","0.870694873421425","23.46868656",
"6/3/1979","108.125","16.0797996520996","21","31.588","23.457","6.28795764","1.32670600340536","0.863747796984751","21.8863656",
"6/4/1979","108.125","16.0797996520996","21","31.645","23.62","9.51347556","1.28388552755792","0.846292556701918","22.87153566",
"6/5/1979","108.125","16.0797996520996","21","33.561","22.826","8.9933418","1.95229668817384","0.804573963720196","28.31073984",
"6/6/1979","108.125","16.0797996520996","21","32.523","24.012","11.65065588","1.31546001903631","0.853137674522936","27.932623992",
"6/7/1979","108.125","16.0797996520996","21","33.045","23.436","11.69529084","1.11850950462802","0.86503090080191","26.49335454",
"6/8/1979","108.125","16.0797996520996","21","32.107","23.16","8.3890975464","1.68349103051159","0.864067209469225","26.13932046",
"6/9/1979","108.125","16.0797996520996","21","31.458","24.039","17.4407958","1.51981482618946","0.88846942535671","25.15224636",
"6/10/1979","108.125","16.0797996520996","21","33.876","23.571","12.2411718","1.59144290573021","0.827719981797498","26.5494321",
"6/11/1979","108.125","16.0797996520996","21","32.127","24.822","6.8990702544","1.88546495756257","0.855124100056139","15.80754564",
"6/12/1979","108.125","16.0797996520996","21","27.889","23.851","13.23509004","2.32891870678089","0.918608187456954","13.844925072",
"6/13/1979","108.125","16.0797996520996","21","28.298","23.022","25.084907424","1.32482486504358","0.937806687167134","24.25173732",
"6/14/1979","108.125","16.0797996520996","21","28.336","24.062","12.339016308","1.09531196067072","0.902200091850231","11.056837968",
"6/15/1979","108.125","16.0797996520996","21","31.894","23.984","1.6925815728","1.89596068033049","0.801558589861756","27.11660616",
"6/16/1979","108.125","16.0797996520996","21","31.121","25.423","0","2.32138603396201","0.748397213834171","16.17969402",
"6/17/1979","108.125","16.0797996520996","21","31.801","24.922","1.780128468","1.87805236474948","0.775334147187199","27.317646",
"6/18/1979","108.125","16.0797996520996","21","32.718","23.089","0.048065184","1.84104890808019","0.784239605498317","27.0398304",
"6/19/1979","108.125","16.0797996520996","21","30.065","22.659","13.6402111728","1.47057658811612","0.917429400589696","22.7959848",
"6/20/1979","108.125","16.0797996520996","21","28.264","24.457","31.946179932","1.6004538530582","0.94862797562528","17.493691752",
"6/21/1979","108.125","16.0797996520996","21","28.477","24.244","24.985307772","2.75682778669008","0.923575992138692","21.32133534",
"6/22/1979","108.125","16.0797996520996","21","27.943","24.22","52.9454988","2.72114617879508","0.95597495503753","17.571655872",
"6/23/1979","108.125","16.0797996520996","21","27.517","24.296","44.35044948","2.09329326512782","0.953453830372148","19.95536016",
"6/24/1979","108.125","16.0797996520996","21","30.037","23.536","14.69678724","1.41184977444651","0.917103944135627","23.13742644",
"6/25/1979","108.125","16.0797996520996","21","28.16","22.509","3.670118964","1.21869195158165","0.937843607805496","5.91947334",
"6/26/1979","108.125","16.0797996520996","21","28.677","23.478","2.293395732","1.37331322331576","0.876647019039606","9.35679546",
"6/27/1979","108.125","16.0797996520996","21","33.626","25.028","9.88254828","1.78212119875491","0.783666705935902","27.6598107",
"6/28/1979","108.125","16.0797996520996","21","33.603","24.639","14.21956818","1.44002074109472","0.815529167977411","26.5560138",
"6/29/1979","108.125","16.0797996520996","21","34.464","24.131","1.7054567064","1.62737825140178","0.773643015867706","25.54841025",
"6/30/1979","108.125","16.0797996520996","21","26.971","23.863","6.742859364","1.80895942133891","0.876881036305753","2.84444982",
"7/1/1979","108.125","16.0797996520996","21","26.026","23.66","52.763578596","1.64199449378637","0.957048448141293","2.18852136",
"7/2/1979","108.125","16.0797996520996","21","29.026","23.931","14.895918432","1.23272459669189","0.913956546778736","12.808972908",
"7/3/1979","108.125","16.0797996520996","21","30.081","23.466","20.065496436","1.24563481186687","0.906044823357226","12.47181066",
"7/4/1979","108.125","16.0797996520996","21","31.675","23.773","12.9020652","1.45161612334444","0.884582031123764","23.28125202",
"7/5/1979","108.125","16.0797996520996","21","33.848","24.337","6.67075932","1.87491714720215","0.824457072590095","19.926335232",
"7/6/1979","108.125","16.0797996520996","21","31.908","24.777","18.00727416","1.82758454236766","0.830322459816919","25.159890672",
"7/7/1979","108.125","16.0797996520996","21","30.715","24.356","16.9961873256","1.65443916999247","0.859778815947218","16.293942072",
"7/8/1979","108.125","16.0797996520996","21","29.635","24.023","18.2098368","1.4949084268196","0.920827222575036","19.38706776",
"7/9/1979","108.125","16.0797996520996","21","32.666","23.675","16.054626528","1.42936615007584","0.887434101770889","18.896284998",
"7/10/1979","108.125","16.0797996520996","21","31.848","23.353","3.68728668","1.43689643162905","0.83064496603786","23.99900166",
"7/11/1979","108.125","16.0797996520996","21","32.536","23.261","6.3446036904","1.56012456412417","0.797167489347493","21.51061758",
"7/12/1979","108.125","16.0797996520996","21","30.966","23.526","3.63407148","1.8307877052823","0.804614064443948","27.98088984",
"7/13/1979","108.125","16.0797996520996","21","32.47","23.959","1.1810304","1.67798340640179","0.77346073436273","28.14277734",
"7/14/1979","108.125","16.0797996520996","21","33.801","23.962","0.4737854376","1.81593033274432","0.797343916045487","23.5245906",
"7/15/1979","108.125","16.0797996520996","21","34.421","24.584","1.538087148","1.74229792634155","0.776369507314778","28.157056488",
"7/16/1979","108.125","16.0797996520996","21","33.808","23.239","3.29933268","1.95002874446033","0.812792552153459","24.420208392",
"7/17/1979","108.125","16.0797996520996","21","33.627","22.976","9.70917084","1.77858750151894","0.835192669036735","27.0094401",
"7/18/1979","108.125","16.0797996520996","21","34.557","23.001","4.71725748","1.79124129961852","0.770552034015481","28.049340528",
"7/19/1979","108.125","16.0797996520996","21","33.896","23.269","5.5583982","1.80513563998537","0.81106564385561","28.084780512",
"7/20/1979","108.125","16.0797996520996","21","34.407","23.367","1.0660176","2.24641342883177","0.729139566512385","28.226803752",
"7/21/1979","108.125","16.0797996520996","21","34.443","24.737","0","2.40212411522947","0.671297789881411","28.346179032",
"7/22/1979","108.125","16.0797996520996","21","34.435","24.205","0","3.29714661496188","0.596231383556298","28.835544672",
"7/23/1979","108.125","16.0797996520996","21","34.019","23.961","0","2.65841777726315","0.607453973354357","28.36490832",
"7/24/1979","108.125","16.0797996520996","21","34.065","23.779","0","2.32861792922273","0.614810673105085","28.35079002",
"7/25/1979","108.125","16.0797996520996","21","34.584","23.597","0","1.81516300430148","0.669355555417347","27.947078568",
"7/26/1979","108.125","16.0797996520996","21","35.298","23.878","0","1.61061960382433","0.729135854084045","28.13811138",
"7/27/1979","108.125","16.0797996520996","21","34.138","23.553","0","1.94552043895238","0.722960717762659","28.198292472",
"7/28/1979","108.125","16.0797996520996","21","33.386","22.66","0","1.92554440614207","0.721059792005398","28.34583552",
"7/29/1979","108.125","16.0797996520996","21","35.192","23.094","4.99534668","1.82891758698827","0.721748395759677","27.5803866",
"7/30/1979","108.125","16.0797996520996","21","35.198","23.97","2.88476964","2.18723138395357","0.744585547877187","21.688759872",
"7/31/1979","108.125","16.0797996520996","21","32.669","25.008","12.96559566","1.75523471527033","0.749806024674968","7.294050432",
"8/1/1979","108.125","16.0797996520996","21","34.457","23.614","14.975741052","1.25515031564726","0.879325074671706","16.55612091",
"8/2/1979","108.125","16.0797996520996","21","34.879","23.598","10.055925","2.06284203644552","0.802344603700683","22.985821728",
"8/3/1979","108.125","16.0797996520996","21","32.365","23.226","3.5327922408","1.52807690801402","0.744129011055418","8.48902365",
"8/4/1979","108.125","16.0797996520996","21","27.287","22.849","20.98560564","1.41295564595858","0.923476256459442","5.197159908",
"8/5/1979","108.125","16.0797996520996","21","27.46","22.655","12.6668960856","0.779783624891295","0.929765130927278","11.538896328",
"8/6/1979","108.125","16.0797996520996","21","31.854","22.919","8.371927872","1.22742178998707","0.880605797520761","21.09144375",
"8/7/1979","108.125","16.0797996520996","21","30.894","23.64","1.97753922","2.70730919421234","0.791704371910873","25.403344488",
"8/8/1979","108.125","16.0797996520996","21","25.382","22.396","44.395929288","2.58150331484595","0.946982239292623","1.27220598",
"8/9/1979","108.125","16.0797996520996","21","27.579","22.143","12.793058604","2.30275025195877","0.9070406799982","5.77209618",
"8/10/1979","108.125","16.0797996520996","21","30.83","24.584","0.119304648","2.53521820216152","0.730138406396886","17.013266208",
"8/11/1979","108.125","16.0797996520996","21","32.396","24.404","5.07946176","1.72968232328115","0.786131913172032","19.16240886",
"8/12/1979","108.125","16.0797996520996","21","30.959","23.923","17.8184484","1.7574676447275","0.842519930267125","25.446489768",
"8/13/1979","108.125","16.0797996520996","21","30.663","23.472","0","1.57249336355839","0.747133275058152","15.939281088",
"8/14/1979","108.125","16.0797996520996","21","33.183","25.347","0.2386096344","2.21449110657592","0.711154994354528","18.09917298",
"8/15/1979","108.125","16.0797996520996","21","34.37","26.511","0","2.72492667413176","0.595829141135757","21.88530819",
"8/16/1979","108.125","16.0797996520996","21","33.408","26.689","0.0205993584","2.77887583927074","0.609048137189339","15.62641866",
"8/17/1979","108.125","16.0797996520996","21","33.823","26.971","0","2.00267362189637","0.618497360798382","21.677119812",
"8/18/1979","108.125","16.0797996520996","21","27.14","23.106","14.97917718","2.27056209366756","0.915644606880583","3.2446656",
"8/19/1979","108.125","16.0797996520996","21","35.309","23.387","0","1.60748210078265","0.697941215388918","23.81524209",
"8/20/1979","108.125","16.0797996520996","21","35.094","23.89","2.01530592","1.6216666170326","0.706318537520107","22.23343278",
"8/21/1979","108.125","16.0797996520996","21","37.442","23.242","6.31713636","2.03590212491177","0.73715880398537","23.42773008",
"8/22/1979","108.125","16.0797996520996","21","36.648","23.375","3.08303712","1.96223237539089","0.757488063565525","19.65453183",
"8/23/1979","108.125","16.0797996520996","21","38.016","23.725","0.08239752","2.04361607051317","0.672159822294001","23.1352821",
"8/24/1979","108.125","16.0797996520996","21","33.921","25.887","0.0068664528","2.53240657698732","0.615581277412412","21.36988098",
"8/25/1979","108.125","16.0797996520996","21","34.479","26.107","0.0068664528","2.16295987389319","0.586149041321224","25.06196637",
"8/26/1979","108.125","16.0797996520996","21","32.465","23.199","0.209427012","1.64335533439609","0.723172009532978","17.076934332",
